timestamp,Open,High,Low,Close,Volume,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,RSI,Stoch_RSI,BB_Upper,BB_Lower,ATR,OBV,ADI,Fear_Greed_Index
2023-01-01,1196.13,1204.67,1190.57,1200.34,117762.0685,,,,,,,,,,,,0.0,117762.0685,45434.443449643506,33
2023-01-02,1200.33,1224.29,1193.0,1214.0,252794.14,,,,,,,,,,,,0.0,370556.2085,131961.29673823452,33
2023-01-03,1213.99,1219.89,1204.93,1214.55,205519.4944,,,,,,,,,,,,0.0,576075.7029,190759.6547617603,33
2023-01-04,1214.56,1272.6,1212.71,1256.9,457799.6648,,,,,,,,,,,,0.0,1033875.3677000001,408537.4548978788,33
2023-01-05,1256.91,1259.95,1242.81,1251.24,272805.33,,,,,,,,,,,,0.0,761070.0377,404080.8917473542,33
2023-01-06,1251.25,1276.7,1236.0,1269.14,342344.2023,,,,,,,,,,,,0.0,1103414.24,619244.6434631783,33
2023-01-07,1269.13,1271.09,1261.3,1264.07,129474.2884,,,,,,,,,,,,0.0,973939.9516,563037.7256184386,33
2023-01-08,1264.06,1296.0,1257.77,1290.16,213636.7848,,,,,,,,,,,,0.0,1187576.7364,711404.3653369851,33
2023-01-09,1290.15,1344.91,1285.44,1320.39,581727.6968,,,,,,,,,,,,0.0,1769304.4332,813429.2497766023,33
2023-01-10,1320.4,1347.69,1316.8,1335.62,459660.2307,,,,,,,,,,,,0.0,2228964.6639,913872.9712795122,33
2023-01-11,1335.63,1398.0,1321.04,1389.39,472465.9556,,,,,,,,,,,,0.0,2701430.6195,1280623.4414918835,33
2023-01-12,1389.4,1438.0,1361.92,1415.92,877712.4492,,,,1305.027786765708,,,,,,,,0.0,3579143.0687,1648875.036897563,33
2023-01-13,1415.91,1464.0,1401.03,1451.2,499377.8649,,,,1327.5158195709837,,,,,,,,0.0,4078520.9336,1945234.4272630233,33
2023-01-14,1451.21,1599.98,1449.14,1549.9,940691.7774,,,,1361.728770406217,,,,97.9445515506932,,,,48.80785714285715,5019212.711,2261292.8950343844,33
2023-01-15,1549.91,1566.66,1516.03,1552.52,387832.7138,,,,1391.0812672667992,,,,97.9644823073621,,,,48.93801020408165,5407045.4248,2432496.947047617,33
2023-01-16,1552.52,1604.5,1521.31,1576.94,574622.8953,,,,1419.6749184565224,,,,98.14502666504457,,,,51.3845809037901,5981668.3201,2626386.4129818766,33
2023-01-17,1576.94,1609.0,1541.15,1565.57,506771.7219,,,,1442.1203156170575,,,,93.96596199614123,,,,52.560682267805085,5474896.5982,2484400.7028371585,33
2023-01-18,1565.56,1610.0,1501.39,1511.43,752534.8857,,,,1452.783343983664,,,,77.1255873532009,,,,56.56420496296186,4722361.7125,1870995.7361580217,33
2023-01-19,1511.44,1564.43,1509.15,1551.09,308679.4645,,,,1467.9074449092543,,,,79.95905651158024,,,,56.47247603703601,5031041.177,2030696.0379796554,33
2023-01-20,1551.09,1669.9,1542.02,1658.52,440570.9974,1391.9445,,,1497.2324533847536,,,,85.27860753272425,,1681.021735871315,1102.867264128685,61.57301346296202,5471612.1744,2392854.4931461234,33
2023-01-21,1658.53,1679.26,1616.21,1626.66,494248.6009,1413.2604999999999,,,1517.144383633253,,,,78.61418377359155,,1705.5343051536604,1120.9866948463393,61.67851250132187,4977363.5735,2062440.8765254263,33
2023-01-22,1626.65,1663.89,1604.0,1627.44,431729.6909,1433.9325000000001,,,1534.112939997368,,,,78.65815696029424,,1725.3913703659573,1142.473629634043,61.55076160837031,5409093.2644,1968655.5487810785,33
2023-01-23,1627.43,1648.09,1585.29,1626.29,407267.1156,1454.5194999999999,,,1548.294026151619,,,,78.40219334080886,,1739.172833265219,1169.8661667347808,61.63999292205814,5001826.1488,2093170.3357161107,33
2023-01-24,1626.28,1641.46,1535.0,1555.97,462275.3243,1469.473,,,1549.474945205216,,,,64.56632949380113,,1742.2015077215065,1196.7444922784935,64.84142199905399,4539550.8245,1813008.7358303696,33
2023-01-25,1555.97,1641.0,1518.0,1611.94,646474.9166,1487.5080000000003,,,1559.0849536351827,,,,69.2219753628696,,1747.5349885684946,1227.481011431506,68.99560614197871,5186025.7411,2154011.114602793,33
2023-01-26,1611.95,1632.84,1577.43,1601.09,532777.8466,1504.1055000000001,,,1565.5472684605393,1475.280331591799,,,67.37392103646434,,1748.145218527538,1260.0657814724623,68.02520570326594,4653247.8945,2076224.2028721652,33
2023-01-27,1601.08,1621.0,1552.54,1597.62,512093.3875,1520.783,,,1570.4815348512257,1484.3425292516658,,,66.76005745742091,0.06533094337854395,1741.3921844960219,1300.173815503978,68.05626243874694,4141154.507,2238544.192775027,33
2023-01-28,1597.61,1606.83,1555.99,1572.1,313675.6574,1534.8799999999999,,,1570.7305294894986,1490.8430826404312,,,62.26669225023037,0.0,1729.206539412402,1340.5534605875978,66.82652940740788,3827478.8496000003,2123661.408731202,33
2023-01-29,1572.1,1660.0,1566.33,1644.72,551767.9134,1551.0965,,,1582.1135249526528,1502.2413728152142,,,68.71876388664623,0.17983197218184666,1724.0782260030664,1378.1147739969338,68.7439201640216,4379246.763,2495414.083169913,33
2023-01-30,1644.73,1647.53,1535.0,1566.2,595055.3281,1562.6255,,,1579.6652903445524,1506.979048902976,,,57.308360088772574,0.0,1704.5783263156459,1420.6726736843543,71.87149729516291,3784191.4349,2230328.1185591165,33
2023-01-31,1566.21,1605.18,1561.63,1585.33,348856.6751,1572.4225000000001,,,1580.536784137698,1512.7828230583111,,,59.09060779564558,0.06371941150840278,1690.1835769099873,1454.661423090013,69.84853320265127,4133048.1100000003,2261168.4905254743,33
2023-02-01,1585.32,1647.77,1555.18,1641.68,474617.1709,1583.7105,,,1589.9434327318984,1522.3307620910289,,,63.87470760457904,0.23476186719350522,1680.7605346161706,1486.6604653838292,71.47292368817617,4607665.280900001,2673350.8721225047,33
