timestamp,Open,High,Low,Close,Volume,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,RSI,Stoch_RSI,BB_Upper,BB_Lower,ATR,OBV,ADI,Fear_Greed_Index
2024-03-03,61987.28,63231.88,61320.0,63113.97,28994.90903,,,,,,,,,,,,0.0,28994.90903,25418.544693611526,33
2024-03-04,63113.97,68499.0,62300.0,68245.71,84835.16005,,,,,,,,,,,,0.0,113830.06908,103321.00666680431,33
2024-03-05,68245.71,69000.0,59005.0,63724.01,132696.7813,,,,,,,,,,,,0.0,-18866.71222,95926.36402063389,33
2024-03-06,63724.01,67641.1,62779.14,66074.04,78738.85491,,,,,,,,,,,,0.0,59872.14268999999,123908.52410991739,33
2024-03-07,66074.04,67980.0,65551.0,66823.17,53059.8869,,,,,,,,,,,,0.0,112932.02958999999,126428.04957514827,33
2024-03-08,66823.18,69990.0,66082.66,68124.19,74261.932842,,,,,,,,,,,,0.0,187193.96243199997,129767.74021865416,33
2024-03-09,68124.2,68541.1,67861.1,68313.27,19872.89743,,,,,,,,,,,,0.0,207066.85986199998,136324.04287960436,33
2024-03-10,68313.28,69887.61,68094.75,68955.88,38404.66835,,,,,,,,,,,,0.0,245471.52821199998,134811.72759257152,33
2024-03-11,68955.88,72800.0,67024.96,72078.1,75292.825726,,,,,,,,,,,,0.0,320764.353938,191280.82538193418,33
2024-03-12,72078.1,73000.0,68620.82,71452.01,68783.546691,,,,,,,,,,,,0.0,251980.807247,211435.97934086944,33
2024-03-13,71452.0,73650.25,71333.31,73072.41,52659.711647,,,,,,,,,,,,0.0,304640.518894,237829.24664481156,33
2024-03-14,73072.4,73777.0,68555.0,71388.94,71757.628746,,,,68994.22020730366,,,,,,,,0.0,232882.89014799998,243956.26531682743,33
2024-03-15,71388.94,72419.71,65600.0,69499.85,103334.03546,,,,69072.00940618002,,,,,,,,0.0,129548.85468799998,258805.33095311487,33
2024-03-16,69499.84,70043.0,64780.0,65300.63,55926.95336,,,,68491.79718984463,,,,45.70530698896026,,,,4396.636428571428,73621.90132799998,213943.26443629048,33
2024-03-17,65300.64,68904.4,64533.0,68393.48,49742.21589,,,,68476.67146833007,,,,54.11184873635353,,,,4394.833826530611,123364.11721799997,252057.95004193363,33
2024-03-18,68393.47,68956.0,66565.2,67609.99,55691.08088,,,,68343.33585781774,,,,51.91882113158137,,,,4251.688553206996,67673.03633799998,245041.35836438937,33
2024-03-19,67610.0,68124.11,61555.0,61937.4,101005.32487,,,,67357.80726430732,,,,39.452051410302744,,,,4417.218656549354,-33332.28853200002,155795.44572231313,33
2024-03-20,61937.41,68100.0,60775.0,67840.51,90420.58592,,,,67432.06922364466,,,,52.29063039454393,,,,4624.9173239386855,57088.29738799998,239809.68683947867,33
2024-03-21,67840.51,68240.47,64529.01,65501.27,53357.48002,,,,67135.02318923779,,,,47.95154023458489,,,,4559.670372228779,3730.8173679999745,214407.42849733317,33
2024-03-22,65501.28,66649.62,62260.0,63796.64,51482.37821,67562.2735,,,66621.42577550889,,,,45.019844998780876,,73575.6625194674,61548.88448053259,4547.52391706958,-47751.56084200003,198969.1186361262,33
