timestamp,Open,High,Low,Close,Volume,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,RSI,Stoch_RSI,BB_Upper,BB_Lower,ATR,OBV,ADI,Fear_Greed_Index
2023-01-01,16541.77,16628.0,16499.01,16616.75,96925.41374,,,,,,,,,,,,0.0,96925.41374,80018.50770736202,33
2023-01-02,16617.17,16799.23,16548.7,16672.87,121888.57191,,,,,,,,,,,,0.0,218813.98565,78953.02264575988,33
2023-01-03,16672.78,16778.4,16605.28,16675.18,159541.53733,,,,,,,,,,,,0.0,378355.52298,48246.43748035164,33
2023-01-04,16675.65,16991.87,16652.66,16850.36,220362.18862,,,,,,,,,,,,0.0,598717.7116,84749.34535027985,33
2023-01-05,16850.36,16879.82,16753.0,16831.85,163473.56641,,,,,,,,,,,,0.0,435244.14519000007,124554.29512744736,33
2023-01-06,16831.85,17041.0,16679.0,16950.65,207401.28415,,,,,,,,,,,,0.0,642645.42934,228426.8167197004,33
2023-01-07,16950.31,16981.91,16908.0,16943.57,104526.5688,,,,,,,,,,,,0.0,538118.86054,224509.36853168733,33
2023-01-08,16943.83,17176.99,16911.0,17127.83,135155.89695,,,,,,,,,,,,0.0,673274.75749,309706.5159492843,33
2023-01-09,17127.83,17398.8,17104.66,17178.26,266211.52723,,,,,,,,,,,,0.0,939486.28472,176718.40888741956,33
2023-01-10,17179.04,17499.0,17146.34,17440.66,221382.42581,,,,,,,,,,,,0.0,1160868.71053,324854.9280351645,33
2023-01-11,17440.64,18000.0,17315.6,17943.26,262221.60653,,,,,,,,,,,,0.0,1423090.31706,543597.7094496981,33
2023-01-12,17943.26,19117.04,17892.05,18846.62,454568.32178,,,,17379.89166472395,,,,,,,,0.0,1877658.6388400001,797471.551151088,33
2023-01-13,18846.62,20000.0,18714.12,19930.01,368615.87823,,,,17772.217562458725,,,,,,,,0.0,2246274.51707,1125960.1619575052,33
2023-01-14,19930.01,21258.0,19888.05,20954.92,393913.74951,,,,18261.86409131123,,,,99.63399790754482,,,,495.1850000000005,2640188.26658,1345579.4055344544,33
2023-01-15,20952.76,21050.74,20551.01,20871.5,178542.22549,,,,18663.34653880181,,,,97.30126850689442,,,,495.5096428571436,2461646.04109,1396044.835567597,33
2023-01-16,20872.99,21474.05,20611.48,21185.65,293078.08262,,,,19051.393225139993,,,,97.53529907944298,,,,521.7282397959191,2754724.12371,1493141.7942727671,33
2023-01-17,21185.65,21647.45,20841.31,21134.81,275407.74409,,,,19371.91888281076,,,,96.08314305672674,,,,542.043365524782,2479316.37962,1418275.328100784,33
2023-01-18,21132.29,21650.0,20407.15,20677.47,350916.01949,,,,19572.772900839875,,,,83.97153321453516,,,,592.1009822730118,2128400.36013,1220007.8476758953,33
2023-01-19,20677.47,21192.0,20659.19,21071.59,251385.84925,,,,19803.36014686451,,,,85.6502345764594,,,,587.8659121106539,2379786.20938,1357772.0677965907,33
2023-01-20,21071.59,22755.93,20861.28,22667.21,338079.13659,18728.551,,,20243.95243196228,,,,90.148673687598,,22759.68095601928,14697.421043980718,681.2076326741787,2717865.34597,1664189.0177048657,33
2023-01-21,22666.0,23371.8,22422.0,22783.55,346445.48432,19036.891,,,20634.65975012193,,,,90.38533936361601,,23310.80924736927,14762.972752630729,700.3928017688802,3064310.83029,1581498.7762905213,33
2023-01-22,22783.35,23078.71,22292.37,22707.88,253577.75286,19338.6415,,,20953.616711641633,,,,88.88954933556737,,23752.220174741284,14925.06282525872,706.5318873568174,2810733.07743,1595907.116191564,33
2023-01-23,22706.02,23180.0,22500.0,22916.45,293588.37938,19650.705,,,21255.591063696767,,,,89.4097736810636,,24148.646696614134,15152.76330338587,704.6367525456161,3104321.45681,1661921.326790391,33
2023-01-24,22917.81,23162.2,22462.93,22632.89,293158.78254,19939.8315,,,21467.48320774342,,,,83.67356329808382,,24423.95928867541,15455.70371132459,704.2534130780722,2811162.67427,1511269.0629927884,33
2023-01-25,22631.94,23816.73,22300.0,23060.94,346042.83223,20251.286,,,21712.630406552125,,,,85.21554626154746,,24693.778572394018,15808.79342760598,762.2874550010671,3157205.5064999997,1512444.0384900647,33
2023-01-26,23060.42,23282.47,22850.01,23009.65,288924.43581,20554.236,,,21912.171882467184,20386.407766506145,,,84.18949524881393,,24879.91516472963,16228.556835270369,738.7283510724197,2868281.0706899995,1436829.0275180102,33
2023-01-27,23009.65,23500.0,22534.88,23074.16,280833.86315,20860.7655,,,22090.93928516454,20585.500524542727,,,84.44321196492481,0.048222287529987556,24983.662600236563,16737.86839976344,754.8991831386754,3149114.9338399996,1469838.1801992683,33
2023-01-28,23074.16,23189.0,22878.46,23022.6,148115.71085,21155.504,,,22234.271702831535,20766.026411613635,,,83.29272692061143,0.0,25002.39125559459,17308.61674440541,723.159241485913,3000999.2229899997,1459221.0109987746,33
2023-01-29,23021.4,23960.54,22967.76,23742.3,295688.79204,21483.706,,,22466.27605624207,20986.491121864477,,,86.13279334868972,0.19940684845449186,25025.214730478587,17942.19726952141,742.4178670940622,3296688.0150299994,1624908.9529515249,33
2023-01-30,23743.37,23800.51,22500.0,22826.15,302405.90121,21752.980499999998,,,22521.641278358675,21122.762149874514,,,69.85425038380546,0.0,24809.68396119133,18696.277038808665,782.2815908730576,2994282.1138199996,1474181.5235404992,33
2023-01-31,22827.38,23320.0,22714.77,23125.13,264649.34909,22012.074,,,22614.485697072727,21271.085694328252,,,71.73185661835494,0.09145185802837044,24571.113482918558,19453.034517081443,769.6350486678391,3258931.46291,1568408.9878687786,33
2023-02-01,23125.13,23812.66,22760.23,23732.66,310790.42271,22256.376,,,22786.51251290769,21453.42453178542,,,75.12259155987788,0.2566031047477846,24469.521417223204,20043.230582776796,789.8346880487078,3569721.88562,1831950.2181065003,33
2023-02-02,23731.41,24255.0,23363.27,23488.94,364177.20751,22434.322500000002,,,22894.578280152662,21604.203455356866,,,71.42146906047728,0.07633392842498293,24432.5216542274,20436.123345772605,797.1129246166572,3205544.6781099997,1570418.7658537668,33
2023-02-03,23489.33,23715.7,23204.62,23431.9,332571.02904,22558.1715,,,22977.243160129176,21739.588384589693,-132.21269532900988,1369.867470868492,70.54546717189685,0.03366683514796007,24479.824794184744,20636.518205815257,776.6820014297533,2872973.64907,1533639.9551757132,33
2023-02-04,23431.9,23587.78,23253.96,23326.84,166126.47295,22680.9385,,,23031.02728934007,21857.16257832379,-156.8022078817712,1330.6669188980495,68.86995108815039,0.0,24464.66004236335,20897.21695763665,745.0490013276282,2706847.17612,1440051.361014259,33
2023-02-05,23327.66,23433.33,22743.0,22932.91,209251.33917,22768.301499999998,,,23015.93232174929,21936.847572522027,-201.26573573662972,1280.350484963892,62.842935766133344,0.0,24416.528958007868,21120.074041992128,741.1405012327978,2497595.83695,1345930.2402087357,33
2023-02-06,22932.91,23158.25,22628.13,22762.52,265371.6069,22849.686999999998,,,22976.94581071094,21998.00849307595,-241.1305338631239,1220.0678514981112,60.38151284113305,0.0,24318.192071126443,21381.181928873553,726.0676082875979,2232224.23005,1215106.6233913242,33
2023-02-07,22762.52,23350.25,22745.78,23240.46,308006.72482,22977.8365,,,23017.486455216946,22090.041938033286,-234.09866745156137,1161.543184635221,64.573086068775,0.16277144844940572,24063.033871454194,21892.63912854581,717.3820648384838,2540230.95487,1411226.7092780834,33
2023-02-08,23242.42,23452.0,22665.85,22963.0,280056.30717,23072.407,,,23009.103923645107,22154.70549817897,-245.71580733526707,1100.1142328014043,60.56694252334145,0.0072007946227756305,23716.742237065373,22428.071762934625,722.2940602071636,2260174.6477,1342882.4969387539,33
2023-02-09,22961.85,23011.39,21688.0,21796.35,402894.6955,23028.863999999998,,,22822.526396930476,22128.16064646201,-324.5987858663499,1018.9645363348169,47.28352803179695,0.0,23865.769788016838,22191.958211983158,765.2294844780805,1857279.9522000002,1005960.2513702547,33
