timestamp,Open,High,Low,Close,Volume,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,RSI,Stoch_RSI,BB_Middle,BB_Upper,BB_Lower,ATR,OBV,ADI,Fear_Greed_Index
2023-04-30,1.0032,1.0159,0.9742,0.9807,43418304.3,,,,0.9807,0.9807,0.0,0.0,,,,,,,0.0,-29882621.90431644,33
2023-05-01,0.9807,0.9881,0.945,0.9594,50236668.5,,,,0.9691625,0.9696403846153846,-0.0004778846153845606,-0.00026549145299142255,,,,,,,-50236668.5,-46550472.47392184,33
2023-05-02,0.9592,0.9807,0.9517,0.9768,40560596.1,,,,0.972143418013857,0.972212764908822,-6.934689496507218e-05,-0.00018510433904619697,,,,,,,-9676072.399999999,-16899278.083577044,33
2023-05-03,0.9768,1.0179,0.9625,1.0059,70885685.7,,,,0.982799051724138,0.9816302437223042,0.001168808001833721,0.00027353805285079414,,,,,,,61209613.300000004,23277807.31317383,33
2023-05-04,1.0059,1.008,0.9788,0.9826,36523489.4,,,,0.9827449700820959,0.9818551342029578,0.0008898358791381566,0.0004568727227363731,,,,,,,24686123.900000006,-3739568.4073740505,33
2023-05-05,0.9826,1.0085,0.975,0.9979,44738112.9,,,,0.9864284396553078,0.9850687928528465,0.0013596468024612562,0.0007015746916096717,,,,,,,69424236.80000001,12686664.09023802,33
2023-05-06,0.9978,1.005,0.95,0.9753,51505951.9,,,,0.9839451672816651,0.9833314636840474,0.0006137035976176985,0.0006793368619077787,,,,,,,17918284.900000013,8566187.938238055,33
2023-05-07,0.9753,0.9852,0.9607,0.9636,32707806.1,,,,0.9796994444522042,0.9801522359719126,-0.00045279151970833986,0.0004072651221264903,,,,,,,-14789521.199999988,-16398545.697272103,33
2023-05-08,0.9633,0.9672,0.875,0.9005,80695793.6,,,,0.9640309753957834,0.9683460260003544,-0.004315050604570936,-0.0006836132382697422,,,,,,,-95485314.79999998,-52457837.41440879,33
2023-05-09,0.9005,0.9076,0.8666,0.8763,63629210.3,,,,0.9474059896544348,0.9556445702675483,-0.008238580613113555,-0.0023763644954889938,,,,,,,-159114525.09999996,-85979567.71879919,33
2023-05-10,0.8763,0.9046,0.8335,0.8764,80206751.6,,,,0.9344136056230105,0.9453665243991315,-0.010952918776121034,-0.004252865566208376,,,,,,,-78907773.49999997,-69396737.21922119,33
2023-05-11,0.8764,0.877,0.8286,0.8409,59096376.4,,,,0.9177871935352746,0.932531165859147,-0.014743972323872367,-0.0065059153177256124,,,,,,,-138004149.89999998,-98456525.61426257,33
2023-05-12,0.8409,0.874,0.8177,0.8648,82246344.9,,,,0.9085866037814616,0.9245964719956594,-0.01600986821419781,-0.008517281946841742,,,,,,,-55757804.99999997,-43089980.82367636,33
2023-05-13,0.8648,0.8664,0.8474,0.8487,36767487.2,,,,0.8983898272294258,0.916072394964354,-0.017682567734928156,-0.010434666572073472,28.26086956521739,,,,,0.04567142857142855,-92525292.19999997,-74826127.66999225,33
2023-05-14,0.8487,0.8691,0.8392,0.8593,29610706.3,,,,0.8918416119740082,0.9099310124934155,-0.018089400519407217,-0.012021443097222903,30.68109484404836,,,,,0.044828571428571405,-62914585.899999976,-64625784.02818627,33
2023-05-15,0.8591,0.8778,0.8465,0.8592,37803653.2,,,,0.8864473282307218,0.9046241318412843,-0.01817680361056251,-0.013288170403802655,32.90102389078497,,,,,0.04398571428571426,-100718239.09999998,-71751712.26716407,33
2023-05-16,0.8591,0.8652,0.8345,0.8455,46773426.1,,,,0.8797568097839542,0.8986225161360855,-0.01886570635213125,-0.014429375241886104,27.30729346698928,,,,,0.04410714285714283,-147491665.2,-85006722.26944411,33
2023-05-17,0.8455,0.9017,0.8399,0.8868,70737812.2,,,,0.8808967367345518,0.89745447238554,-0.01655773565098817,-0.01486285622284377,30.24875621890547,,,,,0.04456428571428568,-76753852.99999999,-48378728.89727564,33
2023-05-18,0.8868,0.894,0.8421,0.8722,64684528.2,,,,0.8795003601520351,0.8950195758180903,-0.015519215666055186,-0.014996047601545218,31.147540983606547,,,,,0.04618571428571426,-141438381.2,-38034189.70536817,33
2023-05-19,0.8722,0.8809,0.8629,0.8716,40340967.6,0.9122199999999999,,,0.878240316281047,0.8928109318118184,-0.014570615530771325,-0.014909968765984341,27.29234088457389,,0.9122199999999999,1.0308232856560942,0.7936167143439058,0.045078571428571405,-181779348.79999998,-39378888.62536802,33
2023-05-20,0.8716,0.8794,0.864,0.8768,23244447.5,0.9070250000000002,,,0.878011887089637,0.891330925003925,-0.013319037914288012,-0.014588820525948242,31.108553893364018,,0.9070250000000002,1.022046570059478,0.7920034299405223,0.042249999999999975,-158534901.29999998,-23983215.605887324,33
2023-05-21,0.8768,0.88,0.8528,0.8565,22006913.9,0.9018799999999999,,,0.8746163063877789,0.8881693068363196,-0.013553000448540686,-0.01438011654691135,30.115113256591158,,0.9018799999999999,1.0162409539548953,0.7875190460451046,0.04244285714285712,-180541815.2,-40002954.400740206,33
2023-05-22,0.8566,0.8765,0.8438,0.8718,35669947.8,0.89663,,,0.8741735330189329,0.8867078586209,-0.0125343256019671,-0.014008766292931499,43.521444695259596,,0.89663,1.0060428655958464,0.7872171344041536,0.038192857142857126,-144871867.39999998,-14586753.063125387,33
2023-05-23,0.8718,0.8935,0.8692,0.8893,38948769.9,0.8908000000000001,,,0.8765436909767594,0.886935818161988,-0.010392127185228528,-0.013282006445044146,53.02607076350094,,0.8908000000000001,0.9873696912243066,0.7942303087756937,0.036999999999999984,-105923097.49999997,10898244.525763553,33
2023-05-24,0.8893,0.8906,0.8551,0.873,49021661.2,0.8853199999999999,,,0.8759900062434772,0.885727030726335,-0.009737024482857737,-0.012570321382458132,49.26406926406927,,0.8853199999999999,0.9718752357867809,0.7987647642132188,0.034457142857142846,-154944758.7,11312512.08520028,33
2023-05-25,0.8731,0.9013,0.8544,0.889,60386476.8,0.879875,,,0.8780178904186359,0.886007376081209,-0.007989485662573181,-0.011651376899199633,61.37115839243501,,0.879875,0.9484429340431615,0.8113070659568384,0.034349999999999985,-94558281.89999999,40025058.62336661,33
2023-05-26,0.8891,0.9713,0.8874,0.9107,101620588.7,0.8766450000000001,,,0.8831017966869075,0.8880982033476376,-0.0049964066607300905,-0.010317156905506882,60.965121834687054,0.9880853683478222,0.8766450000000001,0.9308726090100546,0.8224173909899456,0.03632142857142856,7062306.800000012,-5153105.363641821,33
2023-05-27,0.9106,0.9257,0.9067,0.9203,27898128.7,0.8744799999999999,,,0.8888783311368006,0.8907962638496018,-0.0019179327128011625,-0.008634056477262203,67.65285996055229,1.0,0.8744799999999999,0.9160766901517287,0.8328833098482712,0.03632142857142857,34960435.500000015,6887139.654253045,33
2023-05-28,0.9202,0.9553,0.9176,0.9406,37512694.8,0.8764850000000001,,,0.896898638912014,0.8949289841024688,0.0019696548095452515,-0.006510027444169876,69.1294117647059,1.0,0.8764850000000001,0.9263970605612879,0.8265729394387122,0.03687857142857143,72473130.30000001,15145902.70040685,33
2023-05-29,0.9407,0.95,0.9036,0.9084,53855298.0,0.87809,,,0.8986799427200037,0.8960369431462621,0.002642999573741589,-0.004677153051990524,60.05723630417009,0.7831546217341879,0.87809,0.9300014184782215,0.8261785815217786,0.037957142857142856,18617832.300000012,-27566919.851317227,33
2023-05-30,0.9083,0.9159,0.8833,0.9011,58951166.0,0.879325,,,0.8990543692903203,0.8964499914692753,0.0026043778210450563,-0.0032194031918481017,61.67086481947943,0.8217239689987843,0.879325,0.9322328195394691,0.8264171804605309,0.03809285714285715,-40333333.69999999,-22141965.92493687,33
2023-05-31,0.9009,0.9054,0.8786,0.8921,35748529.2,0.8818849999999999,,,0.8979793400828157,0.8960977597178698,0.0018815803649459006,-0.0021983975564852363,51.28703254006798,0.5735270455295884,0.8818849999999999,0.9318366092148979,0.831933390785102,0.03559285714285715,-76081862.89999999,-21875185.85628018,33
2023-06-01,0.892,0.8997,0.8763,0.8889,30287189.1,0.8830899999999999,,,0.8965768597260567,0.8955189289946012,0.0010579307314555475,-0.0015467188484443778,54.29305912596403,0.6453778353353244,0.8830899999999999,0.9324656769440601,0.8337143230559397,0.03355714285714286,-106369052.0,-19545402.079357084,33
2023-06-02,0.889,0.9089,0.8816,0.8994,31846938.8,0.8856249999999999,,,0.8970126769261719,0.8958290700867573,0.0011836068394146526,-0.0010003766824827273,56.80039138943247,0.6839871317253321,0.8856249999999999,0.9327197924263839,0.8385302075736158,0.034221428571428576,-74522113.2,-9862999.4405294,33
2023-06-03,0.8994,0.9066,0.8924,0.8995,17283126.8,0.8876350000000001,,,0.8973964506835035,0.8961207161705811,0.0012757345129223996,-0.0005449697083860023,55.69493226292021,0.6556524142298393,0.8876350000000001,0.9334120926395103,0.8418579073604898,0.03413571428571429,-57238986.400000006,-9862999.4405294,33
2023-06-04,0.8996,0.9072,0.8897,0.8924,22627518.8,0.8892950000000001,,,0.8966258823696979,0.8958266945882563,0.0007991877814416126,-0.0002760509412911301,59.645351961311114,0.629644173718478,0.8892950000000001,0.9330956717083797,0.8454943282916204,0.03344285714285715,-79866505.2,-25508312.439386725,33
2023-06-05,0.8923,0.8927,0.8245,0.8354,64307973.8,0.88879,,,0.8871869928664207,0.8910751196477299,-0.0038881267813092313,-0.0009986537076984495,42.01053555750657,0.0,0.88879,0.9348892932929047,0.8426907067070952,0.035978571428571436,-144174479.0,-69260364.99539843,33
2023-06-06,0.8355,0.8367,0.7896,0.8226,89918988.8,0.88558,,,0.8772331116652783,0.8857151069023854,-0.008481995237107132,-0.002495632923999469,35.05154639175257,0.0,0.88558,0.9403820591238187,0.8307779408761814,0.037607142857142874,-234093467.8,-33178222.99285063,33
2023-06-07,0.8226,0.8241,0.7603,0.7651,79826685.0,0.8802249999999999,,,0.8599562785578344,0.8763132565153348,-0.01635697795750035,-0.005268362629443297,29.587589860007554,0.0,0.8802249999999999,0.957041113304162,0.8034088866958379,0.03962857142857145,-313920152.8,-100993369.18407315,33
