,Recommend.Other,Recommend.All,Recommend.MA,RSI,RSI[1],Stoch.K,Stoch.D,Stoch.K[1],Stoch.D[1],CCI20,CCI20[1],ADX,ADX+DI,ADX-DI,ADX+DI[1],ADX-DI[1],AO,AO[1],Mom,Mom[1],MACD.macd,MACD.signal,Rec.Stoch.RSI,Stoch.RSI.K,Rec.WR,W.R,Rec.BBPower,BBPower,Rec.UO,UO,Close,EMA5,SMA5,EMA10,SMA10,EMA20,SMA20,EMA30,SMA30,EMA50,SMA50,EMA100,SMA100,EMA200,SMA200,Rec.Ichimoku,Ichimoku.BLine,Rec.VWMA,VWMA,Rec.HullMA9,HullMA9,Pivot.M.Classic.S3,Pivot.M.Classic.S2,Pivot.M.Classic.S1,Pivot.M.Classic.Middle,Pivot.M.Classic.R1,Pivot.M.Classic.R2,Pivot.M.Classic.R3,Pivot.M.Fibonacci.S3,Pivot.M.Fibonacci.S2,Pivot.M.Fibonacci.S1,Pivot.M.Fibonacci.Middle,Pivot.M.Fibonacci.R1,Pivot.M.Fibonacci.R2,Pivot.M.Fibonacci.R3,Pivot.M.Camarilla.S3,Pivot.M.Camarilla.S2,Pivot.M.Camarilla.S1,Pivot.M.Camarilla.Middle,Pivot.M.Camarilla.R1,Pivot.M.Camarilla.R2,Pivot.M.Camarilla.R3,Pivot.M.Woodie.S3,Pivot.M.Woodie.S2,Pivot.M.Woodie.S1,Pivot.M.Woodie.Middle,Pivot.M.Woodie.R1,Pivot.M.Woodie.R2,Pivot.M.Woodie.R3,Pivot.M.Demark.S1,Pivot.M.Demark.Middle,Pivot.M.Demark.R1,Open,P.SAR,BB.lower,BB.upper,AO[2],Volume,change,Low,High,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,Stoch_RSI,BB_Upper,BB_Lower
2025-03-03 06:58:19.139950,0.09090909,-0.35454545,-0.8,,31.88129315,18.34535709,14.90613473,9.50564849,14.83938548,-192.10056241,-191.71999695,25.64675203,15.1955167,32.84114183,16.7336014,31.04026536,-18.75909265,-15.53102794,-13.55,-16.51,-7.23257858,-5.96912169,1,16.15373551,0,-68.17348809,0,-25.96597155,0,43.06692703,396.99,398.86639843,398.23,403.04658768,404.833,409.02212075,408.439,413.11120673,417.56466667,417.73753319,422.5678,421.32948976,423.2806,417.49574087,425.97315,0,417.475,-1,408.09200425,1,392.28048148,349.4,387.06,401.06,424.72,438.72,462.38,500.04,387.06,401.44612,410.33388,424.72,439.10612,447.99388,462.38,404.7035,408.15566667,411.60783333,424.72,418.51216667,421.96433333,425.4165,355.11,382.915,392.77,420.575,430.43,458.235,468.09,394.06,421.22,431.72,392.655,410.20885249,395.28773405,421.59026595,-12.92438088,32845554,1.13621889,386.57,397.63,,,,,,,,,,
