,Recommend.Other,Recommend.All,Recommend.MA,RSI,RSI[1],Stoch.K,Stoch.D,Stoch.K[1],Stoch.D[1],CCI20,CCI20[1],ADX,ADX+DI,ADX-DI,ADX+DI[1],ADX-DI[1],AO,AO[1],Mom,Mom[1],MACD.macd,MACD.signal,Rec.Stoch.RSI,Stoch.RSI.K,Rec.WR,W.R,Rec.BBPower,BBPower,Rec.UO,UO,Close,EMA5,SMA5,EMA10,SMA10,EMA20,SMA20,EMA30,SMA30,EMA50,SMA50,EMA100,SMA100,EMA200,SMA200,Rec.Ichimoku,Ichimoku.BLine,Rec.VWMA,VWMA,Rec.HullMA9,HullMA9,Pivot.M.Classic.S3,Pivot.M.Classic.S2,Pivot.M.Classic.S1,Pivot.M.Classic.Middle,Pivot.M.Classic.R1,Pivot.M.Classic.R2,Pivot.M.Classic.R3,Pivot.M.Fibonacci.S3,Pivot.M.Fibonacci.S2,Pivot.M.Fibonacci.S1,Pivot.M.Fibonacci.Middle,Pivot.M.Fibonacci.R1,Pivot.M.Fibonacci.R2,Pivot.M.Fibonacci.R3,Pivot.M.Camarilla.S3,Pivot.M.Camarilla.S2,Pivot.M.Camarilla.S1,Pivot.M.Camarilla.Middle,Pivot.M.Camarilla.R1,Pivot.M.Camarilla.R2,Pivot.M.Camarilla.R3,Pivot.M.Woodie.S3,Pivot.M.Woodie.S2,Pivot.M.Woodie.S1,Pivot.M.Woodie.Middle,Pivot.M.Woodie.R1,Pivot.M.Woodie.R2,Pivot.M.Woodie.R3,Pivot.M.Demark.S1,Pivot.M.Demark.Middle,Pivot.M.Demark.R1,Open,P.SAR,BB.lower,BB.upper,AO[2],Volume,change,Low,High,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,Stoch_RSI,BB_Upper,BB_Lower
2025-03-03 05:44:52.773905,0,0.4,0.8,,47.29070642,55.40935673,65.7861824,30.88581364,58.70144862,-1.55037248,8.53311553,21.43161578,21.07579809,26.56582528,24.63018075,21.31587335,7.23015735,9.22344706,0.31,0.43,1.85495217,1.60849695,0,42.6392827,0,-35.78947368,0,-9.93360129,0,52.75955502,241.84,241.76300218,242.728,241.66322326,243.896,240.00017381,238.388,239.2070498,235.466,238.34187569,240.221,234.73768167,236.2812,224.73674064,225.8813,0,235.705,1,238.23142333,1,239.53540741,175.38666667,205.10666667,220.55333333,234.82666667,250.27333333,264.54666667,294.26666667,205.10666667,216.45970667,223.47362667,234.82666667,246.17970667,253.19362667,264.54666667,227.827,230.55133333,233.27566667,234.82666667,238.72433333,241.44866667,244.173,185.41,202.395,215.13,232.115,244.85,261.835,274.57,212.83,230.965,242.55,236.95,250,225.16025552,251.61574448,10.26991765,56833360,1.91319005,230.2,242.09,,,,,,,,,,
